GEOID20,POP20,votes_dem,votes_gop,WHITEPOP (non-Hisp),BLACKPOP,HISPLATPOP
29510101200,3197,812.3840797,719.5490967,2310,189,136
29510101300,4150,1109.642064,877.9517836,3006,515,272
29510101400,2704,591.268095,407.338734,1357,904,169
29510101500,2849,419.3440014,327.4908184,1418,962,234
29510101800,2829,510.386263,361.2311407,1270,1004,284
29510102100,2737,731.235272,617.7693972,2168,280,94
29510102200,5967,1839.421919,1489.846538,5229,180,228
29510102300,1814,438.538469,374.5902429,1328,103,109
29510102400,2240,564.8228406,407.7716847,1534,310,159
29510102500,1842,509.2443091,404.2185157,1407,195,85
29510103100,3331,987.4050437,810.943537,2575,345,148
29510103400,1778,548.9391677,420.1275851,1511,72,70
29510103600,1250,369.6061685,284.6022349,1011,65,46
29510103700,2507,743.5996461,575.9293921,2086,129,93
29510103800,3823,1195.527136,963.8966595,3235,179,165
29510104200,3406,1004.279307,730.9509928,2795,162,128
29510104500,2520,717.4521765,496.6675088,1772,240,130
29510105198,3960,1092.443992,627.9015753,2184,397,170
29510105200,2647,795.7290163,414.2316305,1067,1118,91
29510105300,2211,615.3754161,308.4669968,259,1770,48
29510105400,2413,509.2226697,251.2379267,117,1764,428
29510105500,2546,689.5007307,334.3430803,129,2284,34
29510106100,1744,457.5262403,223.7401966,34,1631,24
29510106200,1260,345.0668189,162.665626,6,1219,3
29510106300,1480,387.8818288,174.1963728,26,1395,26
29510106400,1650,454.7176234,205.1776152,26,1555,17
29510106500,2687,632.263868,287.797313,177,2399,13
29510106600,1250,335.9381946,163.9731354,36,1143,12
29510106700,2502,732.4145868,343.0157623,45,2324,28
29510107200,974,296.7648877,132.5968078,22,920,18
29510107300,3968,1254.176217,597.53911,42,3772,30
29510107400,1783,550.624638,250.4612758,16,1670,27
29510107500,2040,612.5549843,269.7726609,56,1910,28
29510107600,1905,514.0004608,253.8888799,25,1832,13
29510108100,2535,866.3323549,409.6483225,71,2355,20
29510108200,2260,720.2061207,351.0319206,70,2119,17
29510108300,1830,487.8876428,233.5028905,53,1705,13
29510109600,2496,734.5589813,346.3759747,33,2374,18
29510109700,1644,416.3573395,198.2716764,87,1482,12
29510110100,2264,640.2480866,300.4744776,25,2128,34
29510110200,1922,552.0704236,243.8723666,21,1824,17
29510110300,1904,495.051231,229.569468,22,1819,13
29510110400,1960,509.8978848,250.0045661,42,1834,30
29510110500,1002,288.5243362,128.8769415,31,943,9
29510111100,1874,463.3143488,225.0141177,58,1718,32
29510111200,1014,304.0905635,143.3760786,133,845,16
29510111300,1199,320.521871,151.5743485,21,1151,3
29510112100,4455,1351.79258,796.5396057,2601,960,242
29510112200,1434,359.6617679,177.4064569,165,1138,47
29510112300,1787,456.2916894,222.7969001,68,1620,30
29510112400,4492,1319.21684,788.098581,2815,556,250
29510113500,2352,639.8778982,573.0788655,2139,40,70
29510114101,4201,1226.397236,846.4901247,2884,755,200
29510114102,4211,1354.866021,1081.577218,3720,132,105
29510114200,4557,1400.077294,997.4061833,3511,435,211
29510114300,5242,1633.751093,1179.685316,4389,309,229
29510115100,3940,769.6849596,520.3975032,2201,842,511
29510115200,2960,575.3301621,367.4484031,1192,1039,417
29510115300,5047,870.0555557,581.6111113,1808,1700,628
29510115400,3054,572.4310571,429.4862684,1622,707,373
29510115500,5460,931.4010269,545.2132455,1531,2769,719
29510115600,5091,870.3338482,509.5322586,1775,2317,535
29510115700,3460,527.0300057,305.8504885,775,1817,412
29510116100,3057,686.2849333,420.2170482,1437,756,362
29510116200,4175,1431.516055,828.3166812,2948,621,183
29510116301,2902,952.9612429,554.7031854,1999,412,167
29510116302,3007,398.7072592,231.021533,577,1296,391
29510116400,4536,839.0108649,425.8892371,930,2586,552
29510116500,3813,1121.530913,637.7753721,1884,1275,236
29510117100,1546,545.0850516,324.793619,1103,237,61
29510117200,5460,1901.654858,1061.378903,3432,1347,264
29510117400,4188,1364.85354,795.2164813,2683,978,162
29510118100,1591,373.7081603,207.6283573,651,702,98
29510118600,4561,934.2616575,517.3659421,2493,957,214
29510119101,2649,613.21618,349.5489032,1273,829,94
29510119102,3418,904.6204049,549.1984581,2053,458,158
29510119200,1946,459.0333719,254.8535654,784,891,78
29510119300,6100,880.6516838,494.4183552,3047,1423,304
29510120200,1092,254.9271939,126.2449994,45,1000,9
29510121200,1787,393.0951289,187.8664266,42,1669,31
29510123100,3235,1002.710176,536.9440703,1180,1756,145
29510123200,2464,709.1242656,430.192571,1460,744,80
29510123300,2928,837.0929392,518.0515655,1834,798,85
29510124100,4191,732.7926501,378.0603988,853,2591,478
29510124200,3070,627.8593865,337.3760114,979,1487,373
29510124300,3059,921.5241379,567.7346464,1979,693,175
29510124600,1712,309.4505201,167.9671377,475,927,171
29510125500,3810,848.6112603,508.8744051,1837,1389,212
29510125600,5832,1025.036998,623.7501827,2326,2733,290
29510125700,2852,571.3066432,281.6361911,95,2651,32
29510126600,2779,550.6701117,283.6844262,405,2214,57
29510126700,1074,249.0827142,122.3013808,156,834,23
29510126800,3371,997.3884109,717.1771517,2622,258,157
29510126900,3958,1092.794625,525.5821635,49,3785,32
29510127000,1221,233.7507823,122.8344062,197,954,30
29510127100,1683,407.327402,190.361583,81,1548,15
29510127200,4163,1106.955436,816.0322458,2836,703,205
29510127300,3729,1167.869078,619.7054752,1337,1913,127
29510127400,4705,1086.844846,598.0148716,1328,3056,89
29510127500,2461,558.3690983,278.0086256,546,1730,42
29510127600,3444,863.9706565,532.5496062,2349,759,145
29510127700,1868,480.030853,220.0895562,41,1750,7
29510127800,3961,707.5967155,380.1138792,1021,2570,123
